text,compound,label
"sini makin lemot mau gofood buffering terus katanya no connection padahal buat semua aplikasi lancar cuma gojek doang yg lemot mohon maaf pindah app kecewa sama gojek seminggu perubahan malah makin parah lag nya",-1,0
"top up tanggal januari sampe sekarang kok masuk jugadi suruh kirim kasih gak hasil top up hilang gimana",-0.3,0
"aplikasinya bagus dipercaya",0.5,2
"tman psan gcar max kursi dgn harga k pas msuk mobil driver ny bilang harusnya cuma orang pdhl jls pesan gocar max orang lalu tujuan driver malah bilang hitung per orang aja k jelas kaget dong teman bilang app cuma k drivernya bilang hitung per kepala aja bang k jadi total k kan ngeselin banget pas mau rating malah udh cancel seakan udh tau klo mau rating rendah",0,1
good,0,1
"kpn desa",0,1
"kadang lemot loading makanan lama bener padahal buka aplikasi aman",-0.1,0
"parah top up masuk udah hari mana butuh duitnya donk balikin uang",-0.6,0
,0,1
"membantu memudahkan urusan",0,1
"dulu sangat suka menggunakan gojek sekarang mulai banyak kendala gojek mulai nyari driver lama membayar perbaiki",0,1
mantap,1,2
"bagusdriver gk ugalann rata ramahtingkaykn terus playann ug trbaik utk planggan yasmg jaya terus",0,1
"dapet draiver kaya mau ngajak mati ugal ugalan ga ramah",-0.7,0
"yg penting harga terjangkau",0,1
mantap,1,2
"udh d update tetap gabisa kebuka buka capek mau order gofood jadi susah",-1.3,0
"harganya terjangkau promonya mantap gopaylater nya sangat membantu gojek is the best",1,2
okkd,0,1
"mantapsangat membantu jd semuanya serba cpt",0,1
godjob,0,1
"bagus murah",0.5,2
"sangat membantu",0,1
good,0,1
"sangat nyaman",0,1
"goride comport mantap sekali",1,2
,0,1
"sangat kecewa mentransfer uang gopay memang tertulis riwayat terkirim tanya masuk coba sekali pecahan sedikit bagaimana gopay kendala bantu jawab",-0.4,0
"bintang walaupun gopaylater gunakan ntah kena alasannya terimakasih",0,1
"maps konsisten titik tempat jemput tempat",0,1
"opsi laporan masalah driver",0,1
mantap,1,2
"aplikasi gojek sangat membantu buat bepergian terima kasih aplikasi gojek",0,1
"nice gojek",0,1
,0,1
"mantap puas",1.9,2
keren,0,1
"so far so good",0,1
"aplikasinya lebih bagus sy bandingkan yg gojek paling oke yg semakin terdepan gojek semmangat",0.5,2
"sangat membantu ez intinya",0,1
"aduh koq makin ga asyeek pake aplikasi gojek sekarang yg lebih parah paylater kadang ngilang mau dipake nonggol pas ga mau dipake niat ga si kasih paylater dah mah tiba tiba paylater turun drastis padahal ga pernah telat ga pernah nunggak paylatrer jt jadi k parah alamat aku tinggalkan gojek",-1.3,0
bagus,0.5,2
"sangat membantu",0,1
"cepat driver ramah",0,1
"kacau saldo gopay gw ambil perusahaan sebesar ambil saldo gopay orang parah si",-0.9,0
"mau ngasih masukan nih buka aplikasi hape langsung kejang kejang padahal memory ram gb buat maen genshin lancar jaya kalau order goride gocar fitur chat nya kayak nyangkut buka tutup aplikasi baru percakapan nya",0,1
mantap,1,2
banget,0,1
"membantu banget dlm kehidupan sehari hari",0,1
"sangat bermanfaat",0,1
"banyakin promo nya dong pengguna setia soalnya",0.6,2
"jgn pelit napa dah ngasi diskon",0,1
"sangat bagus buat usaha menuhin kebutuhan hidup",0.5,2
"oke pokok nya lah",0,1
"semenjak gopaylater jadi rb malah kagak dipake buat beli paketan sorry kasih bintang",0,1
,0,1
"sukses selalu",0,1
"baguss membantu bgt gojek nya kemna ga usah jaln jauh dlu langsung d jemput k tempat tujuan dgn selamat terimakasih gojek",0,1
"kasih notif buat gofood nunggu drtdi kirain udh otw trnyt restony g nrima pesanan udh x bgtu trus",0,1
"gosend instant jam sameday jam dibatalin driver ngga pickup sampe besok ganti hari",0,1
"ngirim kode otp seller aja susahnya minta ampun min sampe gak dapet orderan gmna parahh",0,1
lancar,0,1
mantul,0,1
nice,0,1
oke,0,1
"mau beli pulsa aja susah bgt padahal pake uang sendiri gopay amit nih aplikasi gojek bikin kapok mau beli pulsa pake gopay aja pake smz udah gituh muter gak jelas kapok pake aplikasi",-0.6,0
"sangat membantu",0,1
"mantap sekali",1,2
"lokal mendunia dr indonesia",0,1
"bagus sangat membantu utk mencari rezeki",0.5,2
"bagus tepat waktu penjemputan",0.5,2
"adakan goride nego jakarta kapan",0,1
good,0,1
good,0,1
,0,1
"the best da gojek",0,1
"teman setia aja",0,1
"gojek cocok memang oke",0,1
"aplikasi aneh sekarang suka mencet sendiri terus mesen go food horror",-0.4,0
"driver ramah",0,1
"sgt membantu",0,1
"sangat membantu",0,1
nyip,0,1
"mau pesan gojek tiba tiba akun dibekukan laen aplikasi makan nih bintang",0,1
"bad banget sekarang",0,1
mantap,1,2
"order makanan pilih alamat lari alamat yg mana alamat tersebut tak tau",0,1
"tes dulu mas bro",0,1
keren,0,1
"jadi makin banyak kenadala udh hampir bulan paylater gangguan terus tadi baru diupdate kirain bakal bener eh tetep aja gk dipake",0,1
"puas dgn playanan nya",0.9,2
"aplikasi terlalu sering ngebug",0,1
"semenjak updatesaya butuh waktu lebih menit cuma buka aplikasisetiap mau bukaaplikasi gojek langsung nutup sendiri padahal jaringan kuat",0,1
"beli makanan yg enak",0,1
"mempermudah perjalanan",0,1
"aplikasi yg sgt memudahkan cpt dlm segi transportasi mengirim makanannya pokoknya dech gojek",0,1
"mudah ekonomis mantap",1,2
"min pesan gojek dibatalkan saldo gk balik min sekarang status menunggu terus udh beberapa hari lalu",0,1
bagus,0.5,2
"bgus bgt",0,1
"gojek sangat membantu sekali",0,1
"mending grab cokkk wkwkwkkwkw apk stress sama ky gopayy",0,1
"beli paket gopulsa lama banget lelet masuknya responnya",-0.7,0
"memudahkan mencari makanan minuman banyak promonya efektif waktu tenaga",0,1
gokill,0,1
"apaan lama malah dipake gopaylaternya",0,1
"tingkatkan lg tranportasinya",0,1
"sangat membantu kegiatan seharihari",0,1
bagus,0.5,2
"sangat optimal",0,1
"mau mesen makan aja susahnya minta ampun selalu aja pas mau bayar gagal diproses permintaanmu gagal diproses coba coba jaringan udah coba pake provider tetep aja jawaban nya sama makin update makin gak jelas",-1,0
mntapppp,0,1
keren,0,1
"semangat upgrade selalu",0,1
"tepat waktu selamat tujuan telat masuk kerja",0,1
oke,0,1
"kasih bintang biar perhatikan gojek kurang update alamat yg benar input alamat yg benar sulit tak kasih masukan maunya mengikuti saran disediakan gak pas alamat yg pernah menjadi tujuan yg keluar alamat sekitarnya alamat rumah benerin tetap yg keluar alamat yg keliru harusnya no tetap no gak cerdas mbok manut yg order ganti robot yg cerdas harusnya uji ulang rasakan semoga semakin baik",-0.5,0
mantapp,0,1
"aplikasi bagus daerah jarang sekali yg mau ambil orderan lah perbanyak driver daerah",0.5,2
"selama cukup bagus kendala",0.5,2
nyaman,0,1
"gimana sih gw langganan bulan gk dikasih promo pindah app sebelah aja mending",0.6,2
"gojek melatih sabar dikasih driver jauh jauh terima kasih yah gojek",0,1
,0,1
"tlg kategori produk dihilangkan sesuai judulnya banyak ga sesuai",0,1
"yg ksekian lg naik gojek",0,1
"ganti bintang nya kalo udah normal baru ditambah gopaylater nya awal normal baik baik sekarang pembayaran aplikasi merchant ditambah sekarang malah buat pembayaran pick up",1,2
bagus,0.5,2
"gopay sekarang ga jelas banget sinyal lag sebentar suruh nunggu terus ga lama transaksi berhasi terima pihak banknya saldo dipotong gopay sumpah gk nyaman banget cuma masalah lag dikit",0,1
puasa,0,1
"gak dibuka",0,1
"apps memudahkan banyak urusan gambir ngasih driver jayakarta jam macet buang waktu nunggu aja",0,1
"gocar kok kalah saing sama grab indonesia",0,1
"update aplikasi gojeknya sering bug order sering ngecrash lalu sering close sendiri orderan sering kena cancel jadi gampang miskomunikasi jadinya sama driver aplikasinya sering force close sendiri mohon perbaikannya tt tt",0,1
"makin mahal ajah sekarang apa biaya layanan aplikasi lah sampe ribu ongkirnya jg mahal pelit ngasih promo promo nya skrg kebanyakan suruh ngutang",0.6,2
"cepat direspon kalau pesan gojeg",0,1
"telat bayar paylater chat nya kayak takut kali ak lari blum lama telat telepon kondar giliran bayar limit gak dipake kecewa berat sama app",-0.4,0
good,0,1
okay,0,1
"aplikasi yg wajib kalian miliki",0,1
"aplikasi buka masuk aplikasi keluar padahal update lacar ajatolong aplikasi nya diperbaiki",0,1
bagus,0.5,2
"membantu keperluan sehari hari",0,1
"orangx ramah tepat waktu",0,1
"d perbaikin semua driver gocar mau goride d wilayah parung panjang bogor y pesen k tujuan perumahan sekar tanjung banyak d cancel terus pa driver milih milih jarak deket aj baru d bawah y pihak manajemen gojek indonesia d pm pm aj klo driver pilih pilih orderan sama cs penumpang d pm kshan lah penumpang bayar bukan ngutang ama lo gojek d training malah g bener malahan d wilayah parung panjang bogor tanks",0,1
"ngk jelas pakai gopay later jatuh tempo bayar malah blokir gopay later nya",0,1
"habis update malah gk dibuka saldo banyak gimana sihh makin gk jelas aja ni aplikasi",0,1
"puas banget perjalanan lebih mudah",0.9,2
"makin ngadi nih apk mau kirim duit bank gopay aja gagal mulu gila kali yah apk lemot begini sinyal gua bagus padahal streaming youtube lancar jaya buka gojek malah lemot",0,1
"mantap gak ribet kayak aplikasi",1,2
"opsional keren bro",0,1
"percepat map data drivernya lokasi driver jemput komunikasinya servernya stabilkan mempermudah pesanannya",0,1
"ngga tf njirr padahal udah prem",0,1
"cari driver mobil lama bangett",0,1
"kalo gojek sama food tp klo gocar udh berapa x order susah bgt gk driver yg terima lebih dr stngh jam gk yg accept jadinya beralih yg dong diperbaiki",-0.6,0
"selalu mantab",0,1
"gimana mau pesan kalau gak muncul menunya selalu begini",0,1
"lebih sangat membantu mengejar waktu",0,1
"hari kirim dokumen customer lewat gosend niatnya biar cepet bsd jakarta udah jam driver posisinya gak gerak chat ceklis satu dicall udah komplain tp nunggu hari kerja gimana gitu loh",0,1
bgt,0,1
"lumayan membantu klo hari minggu lancar",0,1
"bingung sama gojek aplikasi abal gopaylater kok diblok",0,1
"sejauh bagus aja semoga kedepannya bagus mengecewakan",1,2
"lebih ditingkatkan pembayaran melalui gopay otomatiskan gopay gopay tunai tunai",0,1
mantapp,0,1
"aplikasi ga dibukagmn cara bayar tagihan nya inibatas waktu pembayaran lewat aplikasi gojek ga dibukatolong kirim tagihan gopay latter lewat email jangan nomer aduan terus jawaban nya",0,1
"pesanan sengaja dilamalamain",0,1
"sangat membantu",0,1
"sangat membantu memberikan pelayanan terbaik",0,1
bagus,0.5,2
"keliatannya gojek sdh tdk orderan yg masuk akun layak tak offline permanent",0,1
"sangat memudahkan",0,1
"sopir go jek nya gk baik",0.5,2
"lebih bagus dulu padahal sekarang kalau pesen gofood sampe jaman lebih",0.5,2
"gk dibuka sampah",-0.5,0
"mantap pernah masalah selama pakai layanan semoga memang sih",1,2
"layanan customer service sulit respon",-0.6,0
"semakin kesini semakin jelasini bukan memperbaiki sistemini marusak sistem dulu gk pernah kendala sistemgojek mulai rusak tahun sekarang tambah ancurudah gk jelas gojek sekarang",0,1
mantap,1,2
"jangan pernah pakai aplikasi unt jumlah uang banyak akun dibajak orang sistem keamanannya lemah cs nya langsung konfirmasi orang minta pergantian nomor uangnya sih gak hilang disaldo gojec dg kondisi terblokir coba kirim laporan melalui emai pusat bantuan renspon nya cepat langsung telpon gak pernah solusi benar profesional telpon cs habisin uang ratusan ribu tp cuma konfirmasi aja",-0.3,0
"aplikasi sangat bagus membantusukses gojek",0.5,2
"baik mudah simple enak bget tingal pesan aja mau mtr mbil mau mkanan apa ngrim brang pket jdi mudah",0.5,2
"makin kesini makin buruk aje jek",-0.6,0
poor,0,1
"sangat membantu",0,1
"bangga prodak negri",0,1
bagus,0.5,2
"nah gtu dong pake paylater nyatpi k tokopedia dlu baru bisaduh",0,1
"driver bagus sopan good job",0.5,2
mantap,1,2
"gojeknya sangat bagus gunakan sangat membantu sekali",0.5,2
good,0,1
"sangat membantu akses mana jadi mudah",0,1
nice,0,1
"masa pacar gabisa pilih uk cup mixue gimana si tambahin pilihannya dong",0,1
"pemakaian rutin tagihan paylater tepat waktu udah berapa bulan enggak dipakai gopaylater",0,1
"siip lahh",0,1
"terima kasih abang gojek semoga banyak orderan",0,1
"gak jelas xp gw ilang",0,1
"kemarin marin titik lokasinya tepateeeh sekarang sekarang beda kata drivernya titik lokasi posisi jauhcoba diperbaiki jadi ga bikin susah penumpangnya iya kalau ga buru buru pas ngejar waktu jadi telat kebanyakan ngasih tau titik lokasi yg tepatnya",-0.6,0
terimakasih,0,1
"sangat puas",0.9,2
"god job",0,1
"utk gofood hrs lebih baik",0.5,2
"sangat membantu",0,1
"gojek ku gk pakeabis hapus aplikasi ny download lg gk kebuka",0,1
"pelanggan lama bulan lalu paylater diblokir padahal selalu ontime bayar katanya aktivitas mencurigakan sistemnya error kagak si admin segera dipulihkanmakasih",0,1
"udah instal ga gunakan",0,1
bagus,0.5,2
"fitur mode gellap dong upgrade",0,1
,0,1
"terus ber inovasi yg lebih baik",0.5,2
mantep,0,1
"semoga gojek semangkin jaya",0,1
"semakin banyak promonyaa tiap hari",0,1
"gojek mau bangkrut",0,1
,0,1
bagus,0.5,2
"sehabis update aplikasi jd lama banget buka menu resto",0,1
,0,1
"aplikasi sangat membantu sekali",0,1
,0,1
jelek,-0.6,0
"sekarang lebih parah menggunakan paylater pembayaran qris outlet",-0.6,0
,0,1
bagus,0.5,2
"aplikasi gak menolong gak membantu sekarang",0,1
keren,0,1
"sejauh pelayanannya lumayan bagus kalau lbh semakin ditingkatkan semakin baik mata konsumen",1,2
"susah digunakan udah sering eror ongkirnya mahal lg saatnya ganti grab",-0.9,0
"pelanggan setia gojegko menu gopay pinjam gopay paylater ga banget ga pakaibuat apalama dtggalin cari aplikasi laen",0,1
"kapan gopaylater diaktifkan bertransaksi terus pake gopay tp kog dibekukan",0,1
"senang sekali",0,1
banget,0,1
"gojek sekarang banyak kendala gopaylater tdk pembayaran",0,1
"membantu sekali",0,1
"makin buruk aplikasi nya migrasisaldo biasa saldo gopay later pas coba dipakai selalu jaringan dibilang error makin parah layananya",-1.2,0
"aplikasi nya bagus wajib coba cocok buat kaum mager cuman mesen bayar terus tinggal ambil dah pesanan nya sekian terima gaji",0.5,2
"bagus sekali",0.5,2
"mantap menn lancar hambatan",1,2
"good goodgood",0,1
nyaman,0,1
,0,1
"trimakasih pelayanan nya baik",0.5,2
"dr rs mau pulang k rmh krna bawa anak kecil n hujan jg akhir y pesan gocar stlh sekian lama menunggu dpt lah driver y menit k titik penjemputan udh ditunggu lama kok mkin jauh malah menit dah gitu posisi driver gak berubah d chat gak d bls akhirnya ku batalkan pesanan saran aja sih klo emang driver gak mau nerima orderan jgn diaktifin dong aplikasi y buang wktu udh nunggu lama kondisi bawa anak yg lg skt hujan jg",0,1
"lemot saiki",0,1
"sayang nya semakin kesini semakin mahal ongkosnya",-0.3,0
"bintang yg bicara",0,1
"kok loding trus tiap bula aplikasi nyaaaaa",0,1
"penjemputan tepatarmada bagus wangi",0.5,2
"mencari driver lamaa hujan dikit ga mau ambil lawak lawakk",0,1
"pertama kali pakai gocar ketik alamat sesuai tiba tiba lihat alamat salah mau diedit katanya ketemu driver ketemu edit alamat lgs naik kali lipat dibatalin ga driver nawarin nego pantesanharga saham lu ancur licik banget caranya kapok deh kapokkk gua dikadalin",-0.5,0
nice,0,1
"terbaik terima kasih sdh berkontribusi utk mempermudah mengakses semua kebutuhan",0,1
bagus,0.5,2
"update x terakhir aplikasi menjadi sangat berat susah dibuka jaringan lambat beda sebelumnya yg lebih ringan gampang dibuka",-1.4,0
"good aplikasi",0,1
"makin kesini aplikasi gojek makin jelas banyak driver disekitar yg dpilih driver jarak yg jauh diperhatikan diperbaiki gojek sengaja membuat customer menunggu lama",0,1
,0,1
"aplikasi udah mulai ga jelas belanja gofood jadi makin mahal udah gitu gopaylater tiba blokir padahal ga pernah telat bayar",-0.3,0
"drivernya suka minta customer cancel alasannya kejauhan kemudian kalo order driver lama bergerak kemungkinan ketiduran chat call selow respon",0,1
good,0,1
"lama banget lokasi cuma bedah gang nunggunya jam mana telat",0,1
"kerja bagus",0.5,2
"cool yee semakin diupdate semakin lemot pesanan terdekat menunggu sampe setengah jam",0,1
"gofood naik harga makanannya naikmending beli langsung",0,1
"pokok rekom memudahkan segalanya",0,1
"recommended aplikasi gojek ditambahkan konten bonusnya terimakasih sukses selalu barokah",0,1
mantappp,0,1
"aplikasi sangat berguna melakukan perjalanan",0,1
"nice application for pick up passengers",0,1
,0,1
"penjemputan cepat",0,1
mantap,1,2
"bintang lima kasih bintang lah yaa gk pernah telat bayar gopaylater ehh malah blokir",0,1
"ngapain pakai level segala terus level anggota suruh ngaplo aj",0,1
"aplikasi mantap semoga berkah",1,2
"pergi selalu drivernya berhenti sesuai mapjelas jelas titik nya jauh jadi nya jalan jauhtolong perbaiki",0,1
"kok jadi bloon aplikasinya masa gabisa upload invoice gallery jadi nyusahin drivernya kasian woy",0,1
siip,0,1
"aplikasi kocak aku ketik pencarian stasiun arjawinangun malah arahnya eks stasiun kaliwedi dikira mau ujinyali apa bangunan tua",0,1
"mantap sekali",1,2
"bgusss sering dpet promoo tingkatkan terus",0,1
"sangat baik",0.5,2
"gopaylater diblokir",0,1
lumyan,0,1
"bagus memudahkan sekali",0.5,2
"selaku draver senang pas orderan banyak membantu perekonomian banyak orang tks aplikasi gojek and gopatner",0,1
"apk sampahhhhhhhhh gara pesen gocar terus posisi gocarnya jauh mintak cancel okeh cancel ehhh ternyata saldonya ambil sama pihak gojeknya",0,1
mantap,1,2
"aplikasi sering respon kadang driver chat telpon tdk tersambung",-0.1,0
"selalu cepat n memudahkan",0,1
"diperbaharui maps malah gak akurat",0,1
mantap,1,2
"voucher diskon nya mana",0,1
"gojek bagus kalo ongkir gofod murahkan banyakin promo selebih nya bagus",1.6,2
oke,0,1
